,Edition,frequency,text
14,14,1.0,todrivetheeconomythemaximumuseofourresourcesisunlikelytobeachievedagainweareawarethatnigeriahasmanyofitseducatedtechnocratsworkingoverseasandassistingforeigneconomiestosucceedclearlythereisaneedtodevelopaneconomicandsocialenvironmentwhichwillpersuadethesenigerianstoreturnhomelittlehasalsobeendonetodevelopourinfrastructureparticularlyourrailandassociatedtransportsystemsrailwasamajorfacilityinthepastbutduetoalackofdevelopmentfundingithasnotbeenabletoplaythesignificantrolewhichitshouldbewellcapableofinthemovementofgoodsandpeopletoandfromallcornersofourgreatnationtheimpactofanefficientrailsystemonouragriculturaldevelopmentwouldbeofconsiderablesignificanceitwouldalsoplayamajorroleinthemovementofgoodsandpeopletakingsomeofthepressureoffourroadsystemwhichleavesmuchtobedesiredwithallthemajoreconomiessufferingfromthepresentcrisiswecannotaffordtoslipfurtherbehindifwedotherecanbelittledoubt
15,14,1.0,thepossibilitiesofachievinganationaleconomictransformationthetimingofthesummitwhichcoincidedwiththeoutbreakofthenewsabouttheunprecedentedglobalfinancialmeltdownhelpedinnosmallmeasuretosettherighttoneparticipantswereveryeagertogettheperspectivesoftheexpertsonhowtheensuingshocksthatjoltedtheworld
16,14,1.0,seconomywouldimpactonnigeria
17,14,1.0,seconomythisreporthastriedtocapturetheentiresummitproceedingsanddeliberationsbeginningwiththepre
18,14,1.0,summitplenaryfocusedonpublicserviceandgovernanceandwasverywellmanagedbythechairmanchiefphilipasioduwhoexpresseddelightinthemassiveturnoutofdelegatestheopeningplenarywasequallywellmanagedandthetopicchangingthenigerianmindsettherealitiesthepossibilitieswasinnovativeasitwasexcitingtheopeningplenaryattractedthreepresentationswhichwerecarefullyreported
19,14,1.0,inthisbookwithcommentsandthequestionsraisedtheparallelinteractivesessionwasdevotedtopowerandtransportationnigeria
20,14,1.0,andcommanderinchiefumarumusayar
21,14,1.0,aduaarecleartestimonyoftheofficialadoptionofthisgoalthenextstepthereforeistoadoptthefinalrecommendationsandfromtheredeveloparealisticroadmapfornational
22,14,1.0,neckspeedthankyoumansurahmedsenatormohammedsanusidagashdirectorgeneralnesgminister
23,14,1.0,sectordrivengrowthstrategychiefernestshone
24,14,1.0,starttheeconomicrecoveryandensuresustainedgrowthbeyondtheturnofthecenturyitisalsoaimedtofurtherdevelopthevisioningconceptoutlinedinthesecondsummitwithaviewtoestablishingspecific
25,14,1.0,economicandsocialtargetstomeet
26,14,1.0,rootedproblemsdestroyingthefabricofthenigeriansocietythereturntodemocraticrulecreatedanewandinvigoratingdimensiontorebuildingthenation
27,14,1.0,oilhelpedtoeasetheburdenofthegovernmentduringitsfirstyearinofficefurthermorethegovernmentarticulatedandcommencedthe
28,14,1.0,seconomicprioritieshowdowedeliversincethefirstsummittheproblemsconfrontingtheeconomyhadbeenrepeatedlydiagnosedandenunciatedsomuchsothattherehaddevelopedapredictablerefrainwhenevernigeria
29,14,1.0,sgrowthanddevelopmentchallengeswerediscussedthegsmlicenceswhichwereissuedraisedtremendoushopesbutwithvirtuallynothinghappeningafterthatthebusinesscommunitystartedraisingdoubtaboutgovernment
30,14,1.0,senormouspotentialsbutthenthepoliciesmustberightandtheimplementationofreformsmustbepersistentandconsistentitthenbecameimperativetofocusonaclearerdefinitionofobjectivesgoalsandtargetstheidentificationofprioritiesandthedrawingupofanactionagendawithdeliverablesandmilestones
31,14,1.0,summitperiodofre
32,14,1.0,appraisalofitseffortssomequestionsneededtobeansweredlikehasprogressbeenmadehastherebeenanysignificantimprovementinthepublic
33,14,1.0,privatesectordialogueprocessarechangesnecessarywithinthesummitprocessespeciallyonitsownmodusoperandiandifsowhatformshouldsuchchangestakeandmostimportantlyhasitmetwiththeaspirationsofthefoundingfathersandnigerialookingcriticallyattherecommendationsofthesummitsfrominceptionasignificantnumberoftherecommendationshadeitherbeenfullyorpartiallyimplementedreformsareoftennotfullyappreciatedwhendeliveredasapackageespeciallywheresuch
34,14,1.0,implementationwasdoneselectivelyandpiecemealthechancesarethatthedesiredandexpectedresultswouldnotbeachievedsecondlyimplementationitselfmustbewellplannedandexecutedwithefficiencyandcommitmenttheproblemwithoureconomyhasnotalwaysbeentheabsenceofgoodpoliciesbutratherpoorimplementationitisthusimperativethattheworkoftransformingtheeconomymustcontinueandtheenergiesandeffortsofthepublic
35,14,1.0,privatesectorpartnershipmustbeclearlyfocusedonimprovingtheeconomicprospectsofallnigerianswhilealsoensuringthatnigeriaplaysamajorroleinregionalandglobaleconomicdevelopmentitwasthuswiththeseinmindthatthenesginconjunctionwithitspartnersinthepublic
36,15,1.0,fifteenthnigerianeconomic
37,16,1.0,fifteenthnigerianeconomic
38,17,81.0,???
39,17,70.0,???
40,17,60.0,ˆ????
41,17,47.0,ˆ??
42,17,40.0,???
43,17,39.0,ˆˆ?
44,17,34.0,???
45,17,33.0,ˆ??
46,17,31.0,?ˆ?
47,17,30.0,???
48,17,29.0,???
49,17,28.0,ˆ??
50,17,26.0,ˆ??
51,17,25.0,????
52,17,24.0,??ˆ
53,17,23.0,???
54,17,23.0,???
55,17,23.0,??˜
56,17,22.0,?ˆ?
57,17,20.0,?ˆ?
58,17,19.0,???
59,17,18.0,?ˆ?
60,17,18.0,ˆˆ?
61,17,18.0,???
62,17,18.0,???
63,17,17.0,?ˆ?
64,17,17.0,???
65,17,17.0,??ˆ
66,17,17.0,??ˆˆ
67,17,16.0,???
68,17,16.0,ˆ?ˆ
69,17,15.0,??ˆ?
70,17,15.0,?ˆˆ
71,17,15.0,ˆˆ?
72,17,14.0,*??
73,17,14.0,ˆ?˜
74,17,14.0,??ˆ
75,17,14.0,ˆ??
76,17,14.0,???
77,17,14.0,???
78,17,13.0,?˜?
79,17,13.0,???
80,17,13.0,??ˆ????
81,17,12.0,ˆ?ˆ
82,17,12.0,?ˆˆ
83,17,12.0,+??
84,17,12.0,??ˆ?
85,17,12.0,???
86,17,11.0,???
87,17,11.0,????
88,17,11.0,????
89,17,11.0,????
90,17,11.0,ˆ??
91,17,10.0,???
92,17,10.0,???
93,17,10.0,ˆˆ??
94,17,10.0,?˜?
95,17,10.0,?ˆ??
96,17,10.0,?ˆ?
97,17,10.0,???ˆ
98,17,10.0,??ˆ
99,17,10.0,ˆ?ˆ
100,17,10.0,ˆˆˆ
101,17,10.0,///
102,17,10.0,??-
103,17,9.0,ˆˆ˜
104,17,9.0,??˜
105,17,9.0,???
106,17,9.0,ˆˆ??
107,17,9.0,???
108,17,9.0,ˆ˜?
109,17,9.0,???
110,17,9.0,??ˆ
111,17,8.0,?ˆˆ
112,17,8.0,????
113,17,8.0,?ˆˆ?
114,17,8.0,ˆ???
115,17,8.0,˜??
116,17,8.0,???
117,17,8.0,???
118,17,7.0,?ˆ?
119,17,7.0,???
120,17,7.0,ˆ??
121,17,7.0,?ˆ??
122,17,7.0,??ˆ
123,17,7.0,????
124,17,7.0,???
125,17,7.0,ˆ???
126,17,7.0,?ˆˆ
127,17,7.0,???
128,17,7.0,?????
129,17,6.0,?ˆ??
130,17,6.0,??ˆ
131,17,6.0,????
132,17,6.0,˜ˆ?
133,17,6.0,???˜
134,17,6.0,??ˆˆ?
135,17,6.0,?ˆ?ˆ
136,17,6.0,???
137,17,6.0,????
138,17,6.0,/??
139,17,6.0,???
140,17,6.0,???
141,17,6.0,????
142,17,6.0,ˆ??
143,17,6.0,??ˆ
144,17,6.0,?˜?
145,17,6.0,/ˆ?
146,17,6.0,???
147,17,6.0,ˆ???
148,17,6.0,??˜?
149,17,6.0,ˆˆ??
150,17,6.0,ˆ?=
151,17,6.0,???
152,17,6.0,??ˆ
153,17,6.0,??ˆ
154,17,6.0,?ˆc?
155,17,6.0,ˆ???
156,17,6.0,???
157,17,6.0,?/?
158,17,5.0,???
159,17,5.0,????
160,17,5.0,???
161,17,5.0,ˆ??
162,17,5.0,?ˆ??
163,17,5.0,ˆ??
164,17,5.0,??ˆ?
165,17,5.0,???
166,17,5.0,???ˆˆ
167,17,5.0,????
168,17,5.0,?ˆ?
169,17,5.0,??ˆ??
170,17,5.0,???
171,17,5.0,???ˆ
172,17,5.0,ˆ???
173,17,5.0,????
174,17,5.0,/??
175,17,5.0,???ˆ
176,17,5.0,+??
177,17,5.0,?ˆ??
178,17,5.0,ˆ?ˆˆ
179,17,5.0,?˜ˆ
180,17,5.0,???˜
181,17,5.0,?ˆˆ?
182,17,5.0,ˆ???
183,17,5.0,???
184,17,5.0,?ˆ˜
185,17,5.0,??-
186,17,5.0,???
187,17,5.0,/??
188,17,5.0,*??
189,17,5.0,˜?b
190,17,5.0,???
191,17,4.0,+??
192,17,4.0,ˆ???
193,17,4.0,????
194,17,4.0,???
195,17,4.0,ˆ??ˆ
196,17,4.0,ˆ??
197,17,4.0,/ˆˆ
198,17,4.0,???
199,17,4.0,???ˆ
200,17,4.0,ˆ??˜
201,17,4.0,˜??
202,17,4.0,ˆ/ˆ
203,17,4.0,?ˆ?˜
204,17,4.0,?˜??
205,17,4.0,/??˜
206,17,4.0,*'/
207,17,4.0,??ˆ?
208,17,4.0,??*?
209,17,4.0,?ˆˆ?
210,17,4.0,????
211,17,4.0,ˆ??ˆ
212,17,4.0,ˆ˜ˆ
213,17,4.0,ˆ˜?
214,17,4.0,f??
215,17,4.0,??ˆ?
216,17,4.0,?ˆd
217,17,4.0,???
218,17,4.0,?˜?ˆ
219,17,4.0,???
220,17,4.0,ˆ?ˆˆ
221,17,4.0,ˆˆ???
222,17,4.0,???-
223,17,4.0,ˆ˜?
224,17,4.0,?????
225,17,4.0,?????
226,17,4.0,??ˆ??
227,17,4.0,ˆiˆ
228,17,4.0,???
229,17,4.0,?˜?
230,17,4.0,????
231,17,4.0,???
232,17,4.0,?ˆ??
233,17,4.0,???
234,17,4.0,/??
235,17,4.0,???
236,17,4.0,c˜d
237,17,4.0,ˆe?
238,17,4.0,a???
239,17,4.0,???
240,17,4.0,*???
241,17,4.0,*?ˆ
242,17,3.0,/?ˆ
243,17,3.0,?????
244,17,3.0,???
245,17,3.0,?+?
246,17,3.0,?ˆd?
247,17,3.0,/?ˆ//?
248,17,3.0,ˆ??
249,17,3.0,'??
250,17,3.0,?????
251,17,3.0,ˆ?/ˆˆ
252,17,3.0,*?ˆ
253,17,3.0,ˆ??
254,17,3.0,?˜?
255,17,3.0,?˜ˆ?
256,17,3.0,?ˆ˜
257,17,3.0,ˆ?˜?
258,17,3.0,ˆ?ˆ?
259,17,3.0,ˆ??˜?
260,17,3.0,??/
261,17,3.0,???
262,17,3.0,??ˆ??
263,17,3.0,??ˆ?
264,17,3.0,???ˆ
265,17,3.0,e???
266,17,3.0,?˜?
267,17,3.0,??ˆ?
268,17,3.0,??ˆˆ
269,17,3.0,˜?+
270,17,3.0,˜??
271,17,3.0,?ˆ??
272,17,3.0,k?ˆ
273,17,3.0,????
274,17,3.0,????
275,17,3.0,ˆˆ?ˆ
276,17,3.0,??˜
277,17,3.0,?ˆ?ˆ
278,17,3.0,???
279,17,3.0,?ˆˆ?
280,17,3.0,????
281,17,3.0,ˆ??ˆˆ
282,17,3.0,??ˆˆ?
283,17,3.0,?????
284,17,3.0,???
285,17,3.0,˜?˜
286,17,3.0,?????
287,17,3.0,???ˆ
288,17,3.0,?ˆˆ?
289,17,3.0,˜??
290,17,3.0,??ˆ?
291,17,3.0,??ˆˆ
292,17,3.0,?ˆ?
293,17,3.0,ˆˆ?ˆˆ
294,17,3.0,ˆ?˜?
295,17,3.0,???ˆ?
296,17,3.0,??ˆ
297,17,3.0,???˜
298,17,3.0,?/?
299,17,3.0,c??
300,17,3.0,???ˆ
301,17,3.0,???
302,17,3.0,ˆˆ?ˆ
303,17,3.0,ˆ???
304,17,3.0,???
305,17,3.0,ˆ?ˆ?
306,17,3.0,kˆ?e
307,17,3.0,???ˆ
308,17,3.0,??˜
309,17,3.0,????
310,17,3.0,?*?
311,17,3.0,ˆˆ?
312,17,3.0,??˜
313,17,3.0,ˆˆ???
314,17,3.0,c??
315,17,3.0,?˜c?
316,17,3.0,?ˆ?ˆ
317,17,3.0,????
318,17,3.0,??ˆ
319,17,3.0,?ˆ?
320,17,3.0,ˆˆˆ?
321,17,3.0,ˆ?ˆ?
322,17,3.0,?ˆˆˆ
323,17,3.0,??*
324,17,3.0,fˆ?ˆ?
325,17,3.0,?ˆˆ?
326,17,3.0,?ˆ=
327,17,3.0,??=
328,17,3.0,ˆ/??
329,17,3.0,ˆ???
330,17,3.0,ˆ?˜
331,17,3.0,?˜*?
332,17,3.0,?ˆˆ?
333,17,3.0,???
334,17,3.0,?'??
335,17,3.0,-??
336,17,3.0,?˜?
337,17,3.0,???ˆ??
338,17,3.0,????
339,17,3.0,???
340,17,3.0,'????
341,17,3.0,?˜??
342,17,3.0,-ˆ??
343,17,3.0,?/?
344,17,3.0,/??
345,17,3.0,???
346,17,3.0,˜??
347,17,3.0,??-
348,17,3.0,??/
349,17,3.0,???
350,17,3.0,?˜?
351,17,3.0,?˜?
352,17,3.0,'??
353,17,3.0,**?
354,17,3.0,?˜?
355,17,3.0,˜?d
356,17,3.0,'??
357,17,3.0,?*?
358,17,3.0,???
359,17,2.0,???ˆ
360,17,2.0,+??ˆ?
361,17,2.0,?ˆ??
362,17,2.0,?ˆ??
363,17,2.0,???h?
364,17,2.0,jˆ?
365,17,2.0,?ˆ??˜
366,17,2.0,*??ˆ
367,17,2.0,ˆ??ˆ?
368,17,2.0,ˆˆ???
369,17,2.0,+ˆ?˜c
370,17,2.0,????
371,17,2.0,??ˆ?
372,17,2.0,?˜??
373,17,2.0,?*?
374,17,2.0,+?ˆ
375,17,2.0,d??
376,17,2.0,?ˆ??
377,17,2.0,+?ˆˆˆ??ˆ
378,17,2.0,?iˆ
379,17,2.0,ˆ?˜??
380,17,2.0,ˆ?ˆ˜
381,17,2.0,??ˆ?
382,17,2.0,?˜??
383,17,2.0,ˆ??˜
384,17,2.0,ˆˆ??ˆ
385,17,2.0,ˆ????
386,17,2.0,???˜
387,17,2.0,ˆ????
388,17,2.0,?ˆ?ˆ
389,17,2.0,????
390,17,2.0,????
391,17,2.0,?????
392,17,2.0,?k?
393,17,2.0,????
394,17,2.0,????ˆˆ?
395,17,2.0,˜?ˆ
396,17,2.0,??ˆˆ
397,17,2.0,?????
398,17,2.0,????ˆ
399,17,2.0,ˆ?˜??
400,17,2.0,ˆ??ˆ
401,17,2.0,?ˆ?ˆ
402,17,2.0,??+
403,17,2.0,ˆ???
404,17,2.0,ˆc?
405,17,2.0,?˜??
406,17,2.0,˜??
407,17,2.0,??i
408,17,2.0,??ˆˆˆ
409,17,2.0,????ˆ
410,17,2.0,??ˆ??
411,17,2.0,ˆ?ˆ?
412,17,2.0,??ˆ?
413,17,2.0,?ˆˆ??ˆˆ
414,17,2.0,?ˆˆ?ˆ
415,17,2.0,?c˜
416,17,2.0,+??ˆ
417,17,2.0,??ˆˆ
418,17,2.0,?/?
419,17,2.0,'???
420,17,2.0,ˆ??ˆ
421,17,2.0,?ˆ??
422,17,2.0,c??
423,17,2.0,ˆˆ˜???
424,17,2.0,?ˆ???
425,17,2.0,???
426,17,2.0,????
427,17,2.0,+ˆ?
428,17,2.0,?ˆ??
429,17,2.0,?ˆ?
430,17,2.0,+ˆ?˜
431,17,2.0,?ˆ?ˆ
432,17,2.0,???
433,17,2.0,????
434,17,2.0,??ˆˆˆ?
435,17,2.0,??˜?
436,17,2.0,c?*?
437,17,2.0,???ˆ?
438,17,2.0,??ˆˆˆ
439,17,2.0,*??
440,17,2.0,?˜??
441,17,2.0,?/??
442,17,2.0,????
443,17,2.0,/?-
444,17,2.0,????
445,17,2.0,???ˆ?
446,17,2.0,?=˜
447,17,2.0,?????
448,17,2.0,?ˆ??˜
449,17,2.0,?˜?ˆˆ
450,17,2.0,????
451,17,2.0,????˜
452,17,2.0,˜??
453,17,2.0,˜?i
454,17,2.0,???
455,17,2.0,ˆˆ??
456,17,2.0,ˆˆ??
457,17,2.0,??ˆ??
458,17,2.0,????
459,17,2.0,???
460,17,2.0,˜??
461,17,2.0,c???ˆ
462,17,2.0,??˜
463,17,2.0,?ˆ??
464,17,2.0,?ˆ??
465,17,2.0,???-=
466,17,2.0,?????
467,17,2.0,+?ˆˆ
468,17,2.0,???
469,17,2.0,ˆˆ??
470,17,2.0,????
471,17,2.0,ˆ???
472,17,2.0,ˆ???
473,17,2.0,????
474,17,2.0,˜?ˆ
475,17,2.0,???
476,17,2.0,?+//
477,17,2.0,˜????
478,17,2.0,?˜˜??
479,17,2.0,+ˆ?˜c?
480,17,2.0,ˆ?ˆ
481,17,2.0,??˜?
482,17,2.0,???ˆ??
483,17,2.0,??ˆ?
484,17,2.0,???ˆ??
485,17,2.0,ˆ???
486,17,2.0,??ˆ??
487,17,2.0,ˆˆ˜?
488,17,2.0,????
489,17,2.0,??ˆˆ
490,17,2.0,????
491,17,2.0,'??
492,17,2.0,??=
493,17,2.0,-?ˆˆ
494,17,2.0,?˜???
495,17,2.0,?ˆˆˆ
496,17,2.0,???
497,17,2.0,de??
498,17,2.0,ˆ?-
499,17,2.0,??????
500,17,2.0,????ˆ
501,17,2.0,???dˆ
502,17,2.0,?ˆ??
503,17,2.0,??ˆ??
504,17,2.0,dˆ?
505,17,2.0,?ˆˆ??
506,17,2.0,????
507,17,2.0,?????
508,17,2.0,d?ˆ
509,17,2.0,?i?
510,17,2.0,ˆˆˆ??˜
511,17,2.0,???ˆ?
512,17,2.0,˜???
513,17,2.0,?ˆˆ?
514,17,2.0,eea
515,17,2.0,ˆˆ+
516,17,2.0,ˆ???
517,17,2.0,?˜/
518,17,2.0,˜??ˆˆ?
519,17,2.0,?i?
520,17,2.0,??˜?
521,17,2.0,ˆˆ?˜g
522,17,2.0,???
523,17,2.0,cˆˆˆ
524,17,2.0,????
525,17,2.0,????ˆ??
526,17,2.0,?????
527,17,2.0,ˆˆ?ˆ?
528,17,2.0,???
529,17,2.0,?ˆ?ˆ
530,17,2.0,?ˆ??ˆ
531,17,2.0,ˆ???
532,17,2.0,+??ˆ?
533,17,2.0,'˜?
534,17,2.0,????
535,17,2.0,+//
536,17,2.0,ˆ????
537,17,2.0,/*?
538,17,2.0,????
539,17,2.0,ˆ?˜?ˆ
540,17,2.0,d?ˆ
541,17,2.0,????
542,17,2.0,=+/
543,17,2.0,?+??
544,17,2.0,ˆ?ˆ??
545,17,2.0,c?ˆ
546,17,2.0,?ˆˆ??
547,17,2.0,?ˆ?˜
548,17,2.0,??ˆ?
549,17,2.0,??ˆ????
550,17,2.0,dce
551,17,2.0,?ˆ???
552,17,2.0,????
553,17,2.0,?ˆˆ?
554,17,2.0,?ˆ??
555,17,2.0,??j
556,17,2.0,??ˆ??
557,17,2.0,??????
558,17,2.0,ˆˆ?ˆ?
559,17,2.0,˜?c
560,17,2.0,?ˆc
561,17,2.0,???'??
562,17,2.0,/?-
563,17,2.0,????
564,17,2.0,?ˆc?
565,17,2.0,?ˆˆ?ˆ?
566,17,2.0,-ˆ??
567,17,2.0,????
568,17,2.0,//?/
569,17,2.0,-˜?
570,17,2.0,/=/
571,17,2.0,??-ˆ??
572,17,2.0,i-dfn
573,17,2.0,???/
574,17,2.0,???/
575,17,2.0,???+
576,17,2.0,?+?
577,17,2.0,?-˜
578,17,2.0,?-˜
579,17,2.0,/??
580,17,2.0,?b?
581,17,2.0,?/+
582,17,2.0,???-
583,17,2.0,????
584,17,2.0,//?
585,17,2.0,/?/
586,17,2.0,????
587,17,2.0,?/??
588,17,2.0,???
589,17,2.0,???
590,17,2.0,ih-
591,17,2.0,//-
592,17,2.0,??-˜
593,17,2.0,??/
594,17,2.0,year
595,17,2.0,????
596,17,2.0,improve
597,17,2.0,??ˆ???????
598,17,2.0,ˆ????'?
599,17,2.0,???
600,17,2.0,??*
601,17,2.0,??ˆ
602,17,2.0,'???
603,17,2.0,???
604,17,2.0,ˆ??ˆ?
605,17,2.0,?h?ˆ
606,17,2.0,????
607,17,2.0,'??
608,17,2.0,c'd
609,17,2.0,ˆˆ?
610,17,2.0,*??
611,17,2.0,???
612,17,2.0,??ˆ?
613,17,2.0,a???
614,17,2.0,?*?ˆ
615,17,2.0,a???ˆ
616,17,2.0,?a?
617,17,2.0,c˜'d
618,17,2.0,?????
619,17,2.0,*?????
620,17,2.0,'?ˆ
621,17,2.0,ˆ?ˆ
622,17,2.0,a*?
623,17,2.0,???'?
624,17,1.0,?ˆ???
625,17,1.0,????˜???
626,17,1.0,'??
627,17,1.0,+???
628,17,1.0,?˜???
629,17,1.0,*?-
630,17,1.0,??ˆ?ˆ
631,17,1.0,?ˆ??ˆˆ?ˆ??ˆ
632,17,1.0,???ˆ?
633,17,1.0,ˆ????˜?
634,17,1.0,ˆˆˆ????˜
635,17,1.0,??ˆ???ˆ?*
636,17,1.0,???˜
637,17,1.0,??˜ˆ?ˆˆ??
638,17,1.0,??*ˆˆ?
639,17,1.0,???ˆˆ?ˆ
640,17,1.0,?????ˆ
641,17,1.0,??????
642,17,1.0,??????
643,17,1.0,???ˆ?ˆ
644,17,1.0,?????/
645,17,1.0,?c??˜?
646,17,1.0,????
647,17,1.0,?????
648,17,1.0,/?????
649,17,1.0,??c
650,17,1.0,c?????
651,17,1.0,???ˆ??
652,17,1.0,??????ˆ
653,17,1.0,/?d
654,17,1.0,ˆ???
655,17,1.0,?????ˆ
656,17,1.0,/+e?ˆˆ
657,17,1.0,???ˆ??
658,17,1.0,??ˆˆ???
659,17,1.0,???????
660,17,1.0,???-?
661,17,1.0,c????
662,17,1.0,????ˆˆ
663,17,1.0,?eˆˆ??
664,17,1.0,???/??b*
665,17,1.0,+?eˆ??
666,17,1.0,+???
667,17,1.0,/??ˆˆˆd
668,17,1.0,??????
669,17,1.0,??ˆf???
670,17,1.0,??????
671,17,1.0,???-???
672,17,1.0,?˜ˆ?d
673,17,1.0,??ˆˆ-??ˆˆ
674,17,1.0,/?/?d
675,17,1.0,f???
676,17,1.0,d????
677,17,1.0,-?a??????
678,17,1.0,??ˆ?
679,17,1.0,˜???????
680,17,1.0,??ˆ?+
681,17,1.0,??dˆ
682,17,1.0,??+
683,17,1.0,??a?
684,17,1.0,ˆ?????˜
685,17,1.0,??iˆ˜??
686,17,1.0,?????
687,17,1.0,'˜?ˆ?
688,17,1.0,?˜ˆˆ
689,17,1.0,?????c
690,17,1.0,???????
691,17,1.0,??˜?ˆ??
692,17,1.0,?ˆ?c
693,17,1.0,??ˆ??/??
694,17,1.0,ˆ??ˆ?ˆ????
695,17,1.0,??˜iˆ
696,17,1.0,ˆˆ??
697,17,1.0,??˜
698,17,1.0,kˆ?i??
699,17,1.0,?????
700,17,1.0,˜????
701,17,1.0,????ˆˆ
702,17,1.0,?????ˆˆ?ˆ
703,17,1.0,ˆ????
704,17,1.0,?????
705,17,1.0,=??
706,17,1.0,?˜??˜
707,17,1.0,ˆ?˜˜ˆ˜ˆ˜?
708,17,1.0,˜˜?
709,17,1.0,?ˆ??ˆ
710,17,1.0,///?ˆ
711,17,1.0,?˜????
712,17,1.0,?=?
713,17,1.0,???˜
714,17,1.0,d??
715,17,1.0,??????
716,17,1.0,?ˆ??????ˆ
717,17,1.0,/?ˆ˜
718,17,1.0,?'?
719,17,1.0,˜/?˜
720,17,1.0,?ˆ?ˆ?
721,17,1.0,??????ˆ?
722,17,1.0,????˜?
723,17,1.0,?ˆ??????
724,17,1.0,??˜ˆ???i?
725,17,1.0,??????
726,17,1.0,ˆ?ˆˆ??
727,17,1.0,=??
728,17,1.0,ˆ?ˆ??ˆ
729,17,1.0,?˜??ˆ??????
730,17,1.0,˜??ˆ
731,17,1.0,????-??ˆˆ?
732,17,1.0,c?ˆ˜??˜?ˆ?ˆˆ
733,17,1.0,?ˆˆˆ?ˆ?
734,17,1.0,ˆ?ˆ??
735,17,1.0,?????
736,17,1.0,?????ˆ
737,17,1.0,ˆ?????????
738,17,1.0,????ˆ??
739,17,1.0,??ˆ?ˆˆ
740,17,1.0,??????˜?
741,17,1.0,ˆ˜?i?
742,17,1.0,/ˆ/
743,17,1.0,ˆ˜????ˆ
744,17,1.0,????ˆ?ˆ??ˆ
745,17,1.0,?=?
746,17,1.0,ˆ???
747,17,1.0,ˆ??ˆ?
748,17,1.0,?ˆ+
749,17,1.0,??ˆ?ˆ
750,17,1.0,????ˆ
751,17,1.0,ˆ?ˆ??
752,17,1.0,?˜?ˆ?
753,17,1.0,??˜?ˆ
754,17,1.0,?˜ˆ???
755,17,1.0,???ˆˆ??
756,17,1.0,+/??-
757,17,1.0,+????˜
758,17,1.0,ˆ???˜
759,17,1.0,??????ˆˆ??+
760,17,1.0,???ˆˆ?
761,17,1.0,?˜ˆ??
762,17,1.0,?ˆ??ˆ???ˆˆ?
763,17,1.0,ˆˆ??˜ˆ?
764,17,1.0,˜ˆ???˜
765,17,1.0,?˜?ˆ
766,17,1.0,˜??˜ˆ?˜?
767,17,1.0,???˜?+
768,17,1.0,?˜ˆ?ˆ˜?
769,17,1.0,i?˜
770,17,1.0,/??ˆd?/c
771,17,1.0,/??ˆd?c??˜
772,17,1.0,??ˆ?ˆ?
773,17,1.0,+ˆ?
774,17,1.0,????ˆ?
775,17,1.0,?ˆ???ˆ
776,17,1.0,?????ˆ?
777,17,1.0,?c?ˆc
778,17,1.0,?/ˆ???ˆˆ
779,17,1.0,?ˆ˜?
780,17,1.0,?g/+???ˆˆ?iˆˆ
781,17,1.0,cˆ??
782,17,1.0,??ˆˆ?i????ˆ??
783,17,1.0,˜?ˆ
784,17,1.0,?ˆˆ??????
785,17,1.0,??ˆˆ????
786,17,1.0,kˆˆ?˜c?ˆ?
787,17,1.0,?/??˜?
788,17,1.0,eˆˆ=
789,17,1.0,ˆ?˜?˜?ˆ
790,17,1.0,?˜??
791,17,1.0,??ˆ?=
792,17,1.0,eˆ??????
793,17,1.0,?j˜
794,17,1.0,??'
795,17,1.0,+????
796,17,1.0,*?ˆ?
797,17,1.0,˜???
798,17,1.0,???*????
799,17,1.0,??????
800,17,1.0,???*
801,17,1.0,??*?
802,17,1.0,???ˆ?ˆ
803,17,1.0,??ˆ˜
804,17,1.0,??˜?????
805,17,1.0,???˜??
806,17,1.0,?ˆˆ??
807,17,1.0,?˜?ˆˆ
808,17,1.0,˜˜ˆ
809,17,1.0,???????
810,17,1.0,???ˆ
